"nuts2","year","flow_in","flow_out"
"ES51",2006,70,61
"EE00",2021,38,49
"FRK1",2017,51,80
"ITC3",1991,2,1
"FRD1",1991,1,1
"ITH4",2000,20,33
"BG41",2006,32,29
"ES30",2006,130,75
"DE80",2015,65,44
"UKC2",1991,4,7
"ES21",2001,37,42
"NL31",1989,14,72
"NL42",1989,26,0
"RO11",2015,36,43
"ITH4",2006,4,12
"FRI2",2007,9,10
"ES30",1987,8,7
"ES42",1987,5,0
"UKC1",1995,6,9
"FR10",1992,16,25
"PT11",1992,44,42
"BE24",2007,27,32
"FI1D",2011,8,10
"DE13",2011,11,19
"PT16",1999,13,15
"NL31",2000,5,9
"ES22",1999,15,31
"ES24",1999,82,54
"MT00",2017,34,21
"FI1C",2013,14,10
"HU23",2016,22,11
"ES53",2017,17,12
"NO0A",2009,39,21
"SE23",2002,5,16
"SE31",2002,6,2
"UKM8",1997,13,32
"UKM5",2004,6,11
"IS00",2014,169,70
"FRF2",2019,48,43
"ES24",2009,140,250
"PT16",1996,26,29
"PT17",1996,6,1
"AT22",2017,136,145
"NL41",2007,13,8
"DE21",2005,78,168
"CY00",2004,14,2
"ES21",2000,9,6
"CH01",2003,19,13
"UKD3",1975,6,3
"UKM8",1975,2,0
"ES21",2011,153,136
"ES62",2011,120,221
"BG41",2015,14,12
"CZ08",2017,27,19
"ES52",2008,21,21
"ES24",2008,9,10
"CH02",2004,17,27
"NL21",2005,3,4
"ITC4",2001,18,16
"ES62",2012,68,42
"ITC4",2003,111,144
"FRI3",2019,32,44
"CZ03",2020,150,121
"UKK1",1996,5,8
"UKK4",1996,65,16
"SE23",2016,154,162
"UKG2",1967,0,1
"UKE4",1967,1,0
"DK04",2008,12,7
"DE94",2008,3,10
"UKL2",1983,15,0
"NO07",2001,5,0
"UKD4",2007,187,155
"UKE1",2007,37,30
"FRJ1",2008,154,183
"DEA1",1998,6,3
"DE71",1994,56,66
"FRC1",2017,168,157
"DK03",2010,5,6
"FRD2",2019,19,19
"CZ05",2014,6,7
"AT31",2004,1,6
"DEB1",2014,0,2
"DE24",2020,29,36
"CZ01",1984,6,11
"SK04",1984,1,4
"ES22",2005,5,7
"ES24",2005,112,66
"BE10",1986,6,7
"BE35",1986,3,0
"FRJ1",1999,8,17
"DE94",2007,16,15
"AT13",2007,45,38
"ITC1",2007,105,167
"ITG2",2007,12,10
"FRK2",1998,16,14
"FRD2",1998,3,1
"NO09",2018,158,108
"DE60",2009,14,9
"ITI1",2002,6,17
"ITC4",2002,60,52
"FI1C",2006,1,8
"FI1B",2006,15,8
"ITH2",2020,81,104
"FRE2",2016,24,24
"CH06",2018,73,52
"UKH1",1987,27,49
"AT33",2013,20,67
"AT34",2013,6,4
"SE22",2007,984,821
"FRF1",2015,276,407
"FRK2",1986,35,29
"CH03",2010,594,463
"SK01",2010,16,15
"FRI1",1999,14,15
"PT15",1999,3,1
"CZ06",2013,117,132
"FRI3",2018,15,16
"UKD7",2004,8,11
"UKM7",2004,19,21
"UKJ4",2019,220,166
"ES42",2002,5,1
"DED4",2019,53,64
"CZ05",2004,12,26
"CZ01",2004,314,312
"ES42",2018,19,20
"NL33",2000,14,15
"NL23",2012,2,1
"DED4",2015,189,358
"DE14",1992,6,3
"CH02",1992,9,12
"FRE2",2018,66,72
"DEA3",2014,54,127
"NL32",1992,7,6
"UKE2",2013,30,37
"UKJ2",1985,2,5
"UKH1",1994,52,260
"ES30",1977,32,35
"ES61",1977,3,0
"BG34",1995,2,1
"BE24",2005,31,48
"PT16",1990,99,56
"UKJ2",1990,7,8
"UKE3",2007,34,39
"DK03",2022,0,19
"DE92",2016,1045,1240
"DEA3",2021,32,36
"ES24",1987,4,5
"ES51",1987,11,16
"DK03",2020,114,151
"CZ02",2008,7,2
"NL21",1999,24,41
"AT12",2017,293,200
"DED4",2017,17,8
"NO08",1998,10,3
"SE21",2000,4,9
"UKE4",2001,16,14
"DE72",1995,2,3
"DE71",1995,217,72
"UKM5",2013,53,42
"PL61",2021,13,10
"FRB0",1982,9,0
"UKE2",2001,12,28
"CZ07",2016,19,23
"SE22",2010,96,95
"PT11",1977,2,2
"PT16",1977,74,36
"UKJ4",1999,3,5
"DE24",2013,48,29
"DE26",2013,15,20
"ES41",2005,9,13
"DE21",1978,1,2
"FRH0",2011,308,394
"UKD6",2010,61,30
"DE73",2017,314,408
"PL21",2006,18,17
"HR03",2020,109,156
"NL42",2014,18,22
"FRI3",2013,70,111
"SI04",2016,13,32
"NL32",1974,28,29
"SE12",1974,17,0
"PL61",2017,43,60
"PT15",2015,36,28
"UKJ2",1995,30,34
"IE05",2006,25,16
"DEA2",1983,18,2
"NO06",1998,4,8
"DE50",2012,19,17
"UKI0",1965,3,5
"UKG1",1965,6,0
"UKD7",1990,4,5
"DE50",2011,84,71
"NL32",1983,11,6
"FI19",2014,132,103
"CZ04",2018,40,52
"SE12",2008,105,78
"UKG3",1978,0,4
"DE73",2019,17,14
"DEC0",2018,81,108
"DK04",2000,7,4
"UKH1",1989,6,18
"EL30",1989,7,3
"CH04",1986,2,4
"CH03",1986,27,13
"UKH2",1996,2,4
"UKG2",2009,14,11
"DK04",2010,16,11
"ES61",2003,180,104
"ES70",2003,10,4
"MT00",2008,6,5
"ITF3",2006,95,199
"SE33",2011,40,53
"DE11",2004,7,13
"DE21",2004,32,40
"CZ06",2021,234,365
"DE80",2021,22,18
"EL30",1993,18,7
"EL51",1993,1,0
"DK03",2000,39,40
"SK02",2020,9,11
"HR05",1998,8,14
"HR02",1998,8,6
"UKC2",1996,7,12
"ES30",1995,133,121
"DK04",1995,4,15
"DE23",2019,864,1010
"CZ01",2010,46,27
"ES30",1984,25,36
"ITG1",2012,8,16
"CZ06",1994,0,3
"CZ01",1994,5,9
"RO12",1990,2,1
"RO11",1990,1,60
"ES42",1992,7,0
"ITC4",1997,27,37
"BE22",2007,3,6
"UKJ1",1980,45,51
"NL22",1997,5,6
"PL92",2018,15,21
"ITI1",2007,28,49
"NL21",2002,8,6
"EL63",2010,11,4
"DK04",2004,7,9
"FRI1",1989,7,2
"FRH0",1983,4,1
"UKL2",2007,68,55
"UKK1",1995,8,7
"PL21",1977,6,7
"PL22",1977,1,0
"UKM7",1993,12,12
"NO0A",1993,1,0
"ITC1",1996,4,3
"ITC4",1996,46,72
"DK03",2013,36,32
"ITG2",1979,0,1
"ITI4",1979,1,6
"ES12",2013,30,45
"DEA5",1992,8,7
"UKJ1",1992,68,78
"UKE2",1992,4,8
"PL21",1966,0,1
"PL91",1966,1,0
"PL91",2005,135,129
"PL41",2005,9,12
"ES53",2008,5,3
"CH01",2007,64,77
"CH03",2007,118,117
"SK04",1996,0,1
"CH01",1996,9,12
"RO42",2012,18,7
"UKL1",1979,1,3
"UKH2",1979,4,0
"UKE3",1989,17,6
"ES41",1995,10,12
"ES11",1995,8,4
"NL32",1985,4,11
"NL33",1985,7,6
"FRG0",2006,12,10
"CZ07",2006,12,10
"BG32",2004,1,0
"ES23",2008,12,3
"DE72",2015,55,54
"CZ02",2020,5,20
"ITF2",2015,3,5
"ES41",2015,378,494
"NO06",2009,101,70
"DE71",1973,0,1
"CZ07",1976,0,3
"CZ05",1976,1,0
"CZ07",2004,24,8
"UKI0",1989,100,112
"AT21",2017,9,3
"NL42",2002,7,8
"SE33",2013,19,16
"FI19",2006,165,72
"DE26",2010,63,43
"DEA5",2010,96,55
"NL42",1999,128,66
"NL11",1999,50,48
"SE11",2000,27,28
"NL41",2005,8,10
"BE23",2005,21,12
"ITF5",2006,4,4
"FRG0",1993,38,16
"FRC2",2020,16,23
"HU33",1999,6,10
"NO09",2014,16,12
"FR10",1998,25,34
"ITC3",2013,15,7
"NL22",1985,2,4
"NL42",1985,2,0
"ITH5",1994,12,15
"IE05",2012,12,16
"AT21",2020,11,10
"ES41",2008,12,35
"SE21",2002,16,12
"UKK4",2002,60,25
"ES61",2002,14,14
"UKC1",1988,0,73
"UKC2",2010,845,1366
"UKF3",2010,21,10
"PT15",2017,77,72
"DK01",2012,594,480
"HU12",2006,8,24
"FRK1",1985,12,6
"FRK2",1985,10,6
"SE22",2005,10,16
"ITF5",2018,19,12
"DE24",2016,18,15
"ITF1",2014,11,15
"IE04",2011,20,21
"BE22",2010,8,8
"UKE1",1996,17,64
"FRI3",2010,10,10
"FRG0",2016,277,432
"NL11",2008,18,30
"NL32",2008,560,527
"ES12",2008,78,44
"ES21",1995,6,14
"ES61",1995,10,5
"AT31",2003,3,1
"NL33",2010,32,24
"FRJ2",1997,11,18
"SE11",2010,165,156
"AT13",1990,20,17
"AT31",1990,3,2
"ES42",2000,127,18
"DE11",1990,9,4
"PL84",2000,4,0
"UKM7",1989,164,378
"ITG2",2011,8,11
"UKE4",1992,91,72
"DK02",2011,4,3
"DK04",2011,9,9
"LV00",2005,8,0
"PL22",2021,11,15
"PL21",2021,402,646
"DE60",1996,44,133
"DEG0",1996,5,1
"EL41",2012,1,4
"UKD3",1995,40,78
"DE25",1999,2,3
"ES11",2005,20,26
"PL51",2021,120,113
"UKD3",1990,5,17
"HU33",2012,29,12
"UKD7",2010,209,267
"PL42",2021,6,6
"EL61",2003,34,66
"ES24",2010,56,57
"EL43",2016,43,100
"EL52",2013,33,62
"DK04",1978,6,1
"FI1C",2001,3,3
"UKC1",2001,8,7
"PL22",2017,47,32
"UKG3",2004,13,20
"ES62",2009,37,49
"UKE4",1984,38,59
"FRK1",2013,11,16
"DK01",2003,9,13
"DK02",2003,5,3
"FRL0",1984,0,6
"UKL1",1984,163,54
"PT20",1999,4,0
"HU12",2019,85,87
"NL31",1988,6,4
"NL33",1988,8,6
"PT20",2014,4,9
"NO0A",2010,56,60
"EE00",2005,8,3
"FI1B",2005,8,7
"HU21",2015,6,4
"NO02",2019,150,50
"ES41",1988,2,7
"DE60",2012,300,301
"ES62",2000,39,20
"ITF5",2001,15,31
"UKM7",2000,18,16
"ITH4",2013,54,116
"UKF3",2011,80,1
"DE12",1997,3,9
"DE13",1997,11,14
"UKF1",1995,33,30
"UKE4",1995,159,120
"AT33",2012,7,9
"EL52",1998,5,6
"ES53",1989,9,0
"PL21",2015,490,423
"DE27",2018,33,19
"DEB1",2018,19,9
"FI1C",1999,2,3
"AT11",2012,32,1
"HU12",2008,2,3
"CZ07",2011,154,68
"ES42",2014,20,34
"FRI3",2003,6,11
"DEF0",1996,1,8
"UKD3",1989,10,5
"PL71",1997,5,1
"DE30",2001,60,50
"FRJ2",2008,17,23
"UKJ2",1993,7,2
"UKJ3",2007,19,17
"PT15",1998,8,5
"NL33",2005,14,21
"UKK4",2005,12,10
"PT30",2007,3,2
"SE22",1997,6,2
"UKM7",1992,22,34
"UKC2",2007,24,24
"DE11",1998,20,11
"PT11",1999,10,22
"UKH1",1972,4,6
"BE32",2021,10,6
"UKE3",2005,51,55
"ITF5",1994,8,1
"ITC4",1994,43,60
"ES42",2012,8,12
"CH03",2012,19,25
"PL81",2016,19,15
"NL32",2002,7,10
"ES41",2007,19,16
"PL84",2020,32,16
"UKE3",2002,27,43
"ITF4",2002,145,144
"SK01",1986,0,2
"UKD3",1974,1,114
"UKM7",1971,52,1
"UKC2",1971,1,2
"DE14",2009,22,33
"ITG2",2021,9,8
"ES52",1998,24,7
"ES52",1994,8,9
"ES41",1994,16,12
"CY00",2003,9,1
"HU32",2009,4,17
"LT02",2021,15,22
"UKI0",1984,52,67
"HU33",2015,24,18
"ES12",2006,20,16
"RO42",2014,5,6
"EL65",2018,18,26
"BE31",2002,9,10
"DE26",1998,3,13
"UKD6",2005,18,46
"UKM8",1992,18,19
"PL42",2019,6,11
"PL61",2016,38,42
"CH04",1997,49,99
"DEE0",1997,7,18
"ES13",2014,15,14
"UKE4",2007,147,142
"FRC1",2012,10,19
"ES61",2008,32,23
"CH03",1994,3,24
"DEB3",2012,79,57
"BE33",1972,0,1
"BE10",1972,1,0
"ITI4",1998,143,224
"PT11",1995,63,63
"RO42",2015,12,25
"BE33",2008,6,7
"DE80",2016,133,130
"NL31",2006,176,194
"PL92",2010,36,10
"UKM5",1995,2,6
"NL11",2012,18,15
"ITG2",2009,7,29
"ES43",2010,42,38
"FRH0",1993,4,2
"FRL0",1993,6,4
"FRH0",2008,53,40
"FRF1",1991,3,7
"FRF3",1991,6,3
"RO22",2020,15,15
"SE22",1975,0,1
"DK01",1975,3,2
"CZ04",2012,1,0
"PT30",2011,50,48
"CZ02",2017,109,32
"PL81",2004,4,8
"PL91",2004,709,832
"ES61",2001,45,22
"SK02",2016,7,4
"UKD4",2001,6,7
"NL32",1990,7,4
"EL51",2018,16,17
"EL63",2018,12,26
"CH05",2008,10,5
"HU32",2020,27,31
"HU23",2020,13,14
"UKH3",2022,29,30
"PL82",2004,3,8
"BE23",1997,3,5
"PT17",1997,2,1
"PL51",2011,14,6
"FRH0",2009,247,165
"DE25",2012,61,42
"DEB2",2019,73,88
"ITH4",1993,36,37
"DEC0",2002,2,5
"EL52",2018,30,38
"UKD7",1994,5,5
"NL32",2004,22,36
"ITF1",2016,13,14
"SE23",2015,11,14
"CH06",2020,19,15
"IS00",2005,43,0
"PL71",2001,5,15
"NL11",2003,6,6
"NL42",2003,10,1
"BE24",1984,1,7
"ES22",1980,0,7
"ES21",1980,1,0
"BG41",2009,10,9
"SI04",2002,5,2
"FRD2",2010,2,8
"CZ03",2013,6,9
"EL52",2006,4,12
"EL51",2006,7,5
"AT13",1973,1,0
"UKM8",2005,10,16
"ES63",2019,2,2
"ES42",2016,99,98
"SE11",1988,8,13
"SE12",1988,5,1
"NO08",1972,18,1
"CH01",1972,40,0
"MT00",2014,20,6
"SE33",2014,28,16
"UKM5",2010,65,69
"AT13",1975,1,0
"UKE3",1983,8,25
"UKK1",1983,2,2
"UKG1",1993,7,13
"ITG2",1993,1,0
"UKJ3",2004,14,18
"ITF6",2015,11,13
"NL22",2008,58,85
"BE35",2019,16,15
"RO42",1981,0,1
"FRI1",2009,60,57
"FI19",2012,14,10
"UKJ1",1968,4,4
"FRD1",2017,9,13
"IE05",2000,66,26
"UKM8",1996,8,14
"DE91",2007,14,31
"UKL1",2007,27,48
"HU11",1998,6,12
"HU32",2015,7,7
"AT11",2016,0,2
"BE31",2021,18,16
"UKK3",2019,30,28
"PL41",2008,41,65
"UKJ2",2000,156,133
"UKK4",2012,418,432
"UKK3",2009,29,28
"FRI2",2011,3,3
"FRC2",2011,6,3
"FRI1",1990,56,11
"FRJ2",2007,17,18
"UKE1",2000,5,3
"HU12",2020,551,339
"ES61",1987,85,86
"ES43",1987,9,4
"UKM9",2015,2,4
"PT11",1996,287,254
"EL51",2011,5,2
"UKH2",2020,1288,1416
"UKJ3",1993,5,10
"FRK2",1992,40,21
"PT11",1986,5,1
"ITH2",2010,11,0
"FRH0",2004,48,37
"FRK1",2004,25,12
"CH05",2011,21,10
"CY00",2012,40,21
"CZ06",2014,21,21
"DE80",2019,30,32
"NO06",2014,38,25
"NL13",2010,36,0
"NO08",2005,9,8
"PL91",2024,0,1
"PL41",2024,1,0
"SE12",1987,3,12
"SE11",1987,6,4
"DEE0",1993,5,4
"AT13",1982,0,16
"AT33",1982,1,0
"UKJ3",2003,169,312
"DE92",2008,40,25
"FI1C",2000,9,10
"ITF4",2015,12,22
"UKE2",2007,15,13
"DK01",2011,58,54
"UKG1",1986,20,25
"UKG2",1986,1,32
"BE10",1994,2,15
"NO06",2010,13,11
"HU12",1998,1,4
"EL63",1998,10,6
"UKG3",1991,108,74
"ITF5",1999,1,7
"BE24",1997,28,29
"UKK1",1989,2,4
"UKD1",2015,5,8
"HU33",2008,2,8
"HU31",2008,2,0
"ITC1",2011,11,21
"ES13",2010,36,28
"BG34",2015,13,27
"DE25",2010,40,31
"CZ07",2021,8,8
"FRF1",2004,5,12
"PL63",2015,152,121
"DE73",2010,17,12
"UKK1",1999,218,186
"ES12",1993,3,5
"ES41",1993,38,45
"DED2",2007,17,8
"PT17",2007,40,35
"FRI2",2019,257,416
"CH07",2017,10,14
"PT20",2019,5,5
"AT32",2021,21,22
"DEB3",2013,19,20
"RO22",2005,2,4
"ITC1",2009,37,72
"UKN0",2002,4,11
"UKD7",2002,42,70
"DE14",2008,8,13
"HU11",2012,57,64
"BE23",1994,46,70
"NL22",2010,24,21
"FI1B",2009,109,120
"PT20",2009,6,2
"ES61",2004,32,24
"DEA2",1996,7,10
"NL21",2011,2045,1898
"ITI3",2021,97,160
"CH02",1995,5,23
"CH01",1995,10,6
"PL61",2009,295,784
"DE11",2010,36,65
"DE13",2010,106,55
"DEE0",2010,170,256
"ITH3",2011,19,21
"ITI4",2003,28,45
"UKD4",2006,82,64
"ES70",2005,6,11
"ES43",2005,25,8
"ITH5",1995,15,16
"ITH1",2012,8,8
"SE12",1969,0,1
"EL61",2008,6,0
"ITF2",2002,4,2
"ES70",2008,21,28
"NO09",2011,11,8
"PL81",1999,2,7
"PL91",1999,123,77
"NL34",2019,17,8
"ES61",1996,45,20
"BE21",2003,6,1
"BG41",2016,17,14
"AT32",2012,72,64
"BG33",1999,2,2
"DEE0",2012,33,28
"IE04",2015,43,30
"DE21",2009,598,681
"MT00",2011,9,8
"UKH1",1978,7,24
"ES24",1997,20,16
"ES41",1997,9,7
"ITH5",1993,24,11
"ES61",1993,19,8
"UKN0",1979,0,2
"EL63",2012,20,21
"SE11",1997,10,6
"CZ06",2015,102,116
"UKK2",1984,4,5
"NL34",2016,88,45
"DEE0",1996,21,8
"PL71",2010,19,12
"DE30",1999,66,61
"DE72",1999,19,24
"AT33",2004,15,13
"FRL0",2000,73,54
"UKM7",1995,107,90
"UKD6",2019,21,22
"BG41",1990,10,31
"PT11",1990,17,16
"DED5",1986,0,1
"HR05",2009,21,30
"HR03",2009,39,20
"CH03",2006,30,19
"DE25",2006,15,8
"ITF2",2001,0,3
"HU12",2010,12,7
"HU33",2010,17,112
"DE92",2009,36,46
"UKJ1",1989,37,57
"NO09",2007,6,8
"NO08",2007,36,14
"FRI3",2009,7,6
"HR02",2018,11,5
"CH02",2003,2,8
"ITH5",2002,20,19
"ITC1",2002,7,18
"SE21",2007,60,55
"ITG2",1995,2,0
"FRF1",2001,41,88
"NL41",1990,6,1
"NL33",1990,11,10
"NL33",2002,177,110
"DE25",2003,20,21
"FRJ1",2009,15,13
"ES12",2019,90,70
"CZ05",2002,0,1
"CZ01",2002,253,378
"SK04",2015,5,8
"UKM7",1987,23,15
"FRI3",2020,73,64
"BE35",2020,17,20
"DE12",2002,14,15
"UKL1",1989,5,6
"UKG1",1989,13,10
"FI1B",1999,16,14
"FI19",1999,12,4
"DE12",1996,5,11
"UKG1",1996,199,196
"DEE0",2013,148,126
"UKI0",1993,25,29
"FRM0",2015,0,1
"DEB1",2016,5,2
"UKC2",2004,160,123
"ITF4",2010,18,13
"PL81",2011,16,14
"ITI4",1995,7,12
"ITI1",1995,10,14
"SE23",2011,15,6
"CH06",2016,158,136
"AT13",1995,42,22
"DE91",1995,31,40
"SE22",1998,3,6
"SE12",1998,73,84
"SE21",2010,16,13
"ITC4",1986,6,8
"ITC1",1986,27,8
"UKJ3",1998,97,156
"RO11",2016,24,29
"PL41",2012,12,13
"FRF2",2018,195,152
"RO21",2018,6,14
"PL84",2016,24,29
"BG41",1987,2,2
"CH04",1998,13,68
"ITG2",1994,15,21
"SK03",2018,17,18
"FRI3",2021,36,31
"NL22",2024,1,1
"SE11",2024,2,0
"PL72",2007,6,5
"PL71",2007,21,30
"AT13",2003,85,77
"UKG3",1979,29,146
"UKM5",1979,1,9
"UKJ2",1996,48,50
"HU11",2003,7,8
"HU21",2003,4,0
"PL91",1996,21,25
"ITC1",1981,0,2
"ITI1",1981,15,56
"ITF1",1996,2,2
"UKD4",2008,40,42
"UKE2",1997,3,5
"CH03",1997,7,4
"FRJ2",1998,6,11
"ITG1",2021,436,348
"HU12",1988,0,1
"UKD7",2000,8,10
"FRJ2",1971,0,1
"FRD1",2011,4,6
"UKN0",2012,19,23
"FRC1",1996,4,5
"BE32",1990,1,3
"SE21",2022,0,2
"HU11",2022,1,20
"DK02",2016,10,26
"DEF0",1990,0,3
"DE50",1990,1,0
"ES62",1977,1,0
"ITI3",2018,21,28
"FRD1",1990,10,1
"DE23",1982,0,2
"ITH1",2005,3,1
"CH07",2018,30,14
"NL11",2001,25,24
"DEC0",2015,268,285
"DEA2",1973,0,8
"DE21",1973,1,5
"FRH0",2006,28,21
"FI1D",2022,0,2
"FI1B",2022,20,0
"ES12",2015,12,24
"ITI1",1996,4,16
"ITH5",1996,69,132
"DEB2",2017,30,38
"PT20",2013,25,12
"DEF0",2008,10,14
"BE10",1999,31,42
"UKM7",1981,10,64
"HU22",2016,168,169
"DE50",2001,7,6
"DE12",2001,81,180
"EL61",2017,3,10
"DE71",2001,49,40
"CZ06",2012,26,19
"UKG2",2021,52,77
"IE06",1989,4,5
"UKJ4",2010,101,120
"PL42",2013,112,33
"PL63",2013,122,132
"DE40",1999,24,13
"EL54",2020,132,92
"HU33",2016,86,112
"HU11",2001,31,66
"FRE2",2014,9,10
"NL41",1992,0,3
"RO22",1999,0,1
"DE13",2008,154,144
"DE72",2008,6,6
"LT01",2008,2,4
"LT02",2008,7,2
"PL22",1993,8,21
"UKC2",1998,29,20
"EL41",2004,21,6
"RO11",2008,55,30
"UKC1",2002,5,10
"CZ06",1991,0,9
"FR10",1991,18,29
"ITG2",2010,7,4
"ITH2",2012,53,156
"LV00",2016,91,105
"DEE0",1998,12,9
"DE91",1998,10,18
"DEB3",2011,42,43
"DE26",2011,19,21
"ITF5",2014,2,3
"NO08",1995,147,149
"NO06",1995,14,16
"DK05",1994,6,8
"DK04",1994,6,4
"PT30",2015,15,6
"FRI2",2015,25,18
"UKH2",2014,48,52
"HU33",2001,6,1
"HU23",2001,4,2
"NL22",2012,175,210
"FRF3",2009,20,32
"SE11",1986,4,5
"SE12",1986,3,6
"DE72",2007,11,20
"ES21",2010,23,14
"EL43",2020,175,127
"UKG3",2003,12,11
"FRC1",2007,3,6
"PL71",2006,14,17
"DEE0",2006,3,10
"UKH1",1965,0,3
"RO32",1964,0,1
"UKD4",2003,10,12
"UKD6",2021,28,22
"FRC2",1997,12,7
"PT18",2000,4,6
"FI1D",2013,116,63
"UKJ3",1992,54,82
"UKG1",1992,14,4
"PT20",2006,23,20
"CZ08",2019,73,28
"ES30",1986,18,24
"ES24",1986,3,2
"UKD4",2004,25,28
"NL21",1997,13,0
"DE13",1998,12,31
"PL71",2009,11,10
"UKG3",1996,114,96
"PT16",1983,56,17
"PT20",1983,1,0
"SE23",2014,60,42
"FRC1",2014,3,10
"UKJ4",2021,34,50
"ES13",2012,7,7
"ES12",2011,181,120
"ITH1",2015,29,36
"PT18",2012,52,32
"HR02",2020,20,12
"LT01",2019,15,18
"HU32",2019,15,19
"BE32",2019,16,11
"PL22",2008,12,22
"ES62",2002,64,21
"RO11",1994,1,1
"UKK2",2010,28,34
"RO12",2004,9,7
"RO11",2004,7,6
"FRI3",1993,16,30
"DE24",2011,28,64
"DEA4",2011,22,56
"UKH3",1998,32,18
"DE25",2013,21,19
"NL11",2007,288,342
"UKM7",1994,117,235
"EL63",2009,91,29
"EL41",2009,3,5
"AT21",2016,25,32
"SE31",2009,12,6
"UKK2",2005,6,6
"DEC0",2014,40,49
"FRE2",2017,15,14
"HU31",2013,6,5
"PL84",2011,3,5
"UKH3",2011,738,985
"ITF4",2001,60,37
"ITC1",1999,56,50
"ES24",2015,128,132
"BE35",2017,77,58
"BE33",2007,21,12
"UKD3",2000,141,240
"PL61",2000,21,8
"PL63",2000,25,18
"HU12",2003,4,9
"NL11",2010,6,13
"DE11",2009,6,13
"UKC2",2008,50,86
"NO0A",2007,55,24
"NO0A",1974,5,0
"NL42",2013,12,24
"ES12",1991,8,9
"SK04",2002,53,107
"EE00",2011,65,16
"LV00",2011,27,78
"PL22",2003,135,407
"PL71",2003,20,18
"RO21",1993,0,5
"RO22",1993,9,0
"UKK4",1999,12,6
"SE11",2003,82,96
"ES41",2011,26,21
"NO08",2002,90,71
"FI1D",2002,37,27
"ES21",2006,51,56
"DE14",2014,63,66
"SE23",2022,5,4
"PT17",2004,16,8
"RO12",2011,4,3
"ES62",1993,12,1
"DED5",2013,126,163
"BE31",2008,50,36
"DED5",2002,6,4
"BE21",2011,311,242
"UKJ1",1987,8,14
"UKG3",1989,18,11
"UKH3",2003,3,7
"UKE2",2005,26,18
"UKL1",1997,11,12
"UKF1",1994,57,32
"PL84",2009,1,4
"DEF0",2002,12,8
"DEE0",2009,9,3
"UKM9",1995,1,0
"DEA1",2005,9,4
"CZ01",1990,0,6
"CZ02",1990,2,0
"NO02",2009,4,2
"SE12",2000,12,12
"SE31",2000,14,0
"IS00",1993,4,1
"SE21",1993,6,1
"FRL0",2006,23,36
"FRF1",2005,132,122
"EL63",2016,28,42
"ES23",2013,7,7
"PL92",2021,4,9
"DE30",2002,61,132
"NO07",2013,67,35
"DEA1",2004,9,7
"BE22",2000,24,9
"BE25",2019,14,10
"PL92",2019,40,28
"ITF3",2001,33,28
"IE06",2007,36,44
"DED5",2005,10,6
"NO02",2018,12,8
"UKD3",1981,3,2
"UKH3",1981,1,9
"PL82",2011,22,10
"FI19",2010,117,92
"HU22",2020,16,18
"ITC3",2003,27,19
"IE06",1984,8,25
"DK03",2006,3,4
"UKD4",2011,19,25
"UKK2",2002,56,77
"IE05",1996,93,92
"ES70",2007,6,6
"ES21",1985,2,2
"ES22",1985,3,2
"UKK4",1966,1,1
"UKH1",1966,5,2
"EL30",1984,10,15
"DK03",1978,0,1
"FRG0",2000,18,16
"FRM0",2000,1,0
"NL31",1997,12,29
"PL61",1999,34,22
"UKD6",2013,11,7
"DK02",2008,10,2
"UKM8",2003,11,15
"DE80",2005,20,16
"DE14",2005,5,18
"IE06",2012,261,316
"DE14",2012,21,19
"EE00",2017,36,24
"UKD4",1986,1,5
"FRE2",2020,12,11
"BE10",1993,5,5
"SI03",2010,7,4
"ES12",1992,4,2
"DEA4",2017,495,380
"DE92",2007,23,12
"ITF2",1989,1,0
"ITI1",1988,7,8
"ITH4",1988,13,9
"ES22",2002,15,31
"DEA3",2002,13,36
"PL42",2010,6,4
"DE40",2013,16,20
"FRI2",2014,4,5
"DED2",1998,31,30
"ITH5",2013,23,39
"HR03",1992,3,1
"NO0A",1992,1,2
"NO07",1992,6,0
"ITH1",2018,46,40
"CH05",2000,2,0
"DE40",2007,7,20
"ES13",2003,3,2
"SE21",2006,24,31
"IS00",2006,4,0
"CH04",1990,5,24
"FRI1",2014,314,442
"SE32",2014,7,10
"DK03",2017,68,85
"FRF1",2009,36,115
"FRL0",1991,12,2
"UKE4",1998,48,46
"FI1B",1998,121,360
"ITF3",2013,15,13
"ES11",2000,540,379
"SK01",2021,75,41
"PT16",2001,20,20
"PT15",2001,3,2
"PL84",2019,12,5
"ITG2",2018,30,37
"ES30",2001,27,21
"ITI4",1993,8,7
"UKH3",2009,15,28
"ES12",2000,5,7
"IS00",2020,15,20
"BE22",2014,10,9
"LT02",1976,0,1
"LT01",1976,1,0
"DE50",2010,16,7
"BG41",2002,221,385
"PT18",1996,13,6
"UKK2",1999,42,30
"SE33",2021,931,527
"DK01",1998,252,149
"DK05",1998,26,0
"SE31",2019,92,80
"ES30",1974,1,2
"ITF4",2006,15,14
"UKC1",2007,12,10
"HU32",2023,1,1
"DK02",2014,218,310
"ES52",1999,104,118
"ES42",1999,26,5
"UKE1",1997,10,3
"BG42",2009,12,15
"UKL2",2005,76,45
"NL22",1989,57,116
"ES42",2011,10,6
"UKK1",1994,19,18
"FRD1",2013,10,13
"DEA4",2007,44,45
"UKL2",2008,55,88
"PL84",2021,22,56
"ES70",2010,4,8
"MT00",2007,9,0
"ITC4",2007,24,22
"EL64",2016,6,1
"DE11",1973,1,0
