"sender","year","count"
"FRD2","2009","11"
"UKE3","1999","31"
"FRK2","1994","13"
"PL61","2021","19"
"DE30","1993","11"
"SE31","2012","10"
"DEA2","1987","57"
"HR03","2018","34"
"UKC2","1999","13"
"NO06","2009","8"
"ITH4","2012","13"
"UKG2","2011","9"
"FRI3","2017","117"
"PL43","2020","136"
"ES12","2014","35"
"UKJ2","1982","7"
"FRJ1","2015","65"
"NL33","1989","5"
"ITI3","1994","7"
"PT16","1992","31"
"DEA1","2006","11"
"ITC1","2015","72"
"RO11","1990","4"
"DE71","2004","183"
"CH03","2008","25"
"DE73","2012","141"
"UKC1","2008","19"
"NL41","2001","4"
"DEA2","1993","37"
"SI04","2020","33"
"EL54","2013","31"
"UKL1","2002","14"
"ES11","2006","11"
"SE21","1984","2"
"ITH1","2015","35"
"NL33","1998","5"
"RO11","2019","154"
"SE23","1994","36"
"NO09","2012","6"
"ITF1","2006","16"
"FRH0","2014","26"
"PL22","2018","29"
"SE12","1989","13"
"ITG1","2004","7"
"HU11","2000","8"
"UKF2","2013","8"
"BE31","2014","181"
"NL21","1998","7"
"SE22","2006","92"
"ITI4","1992","9"
"UKD1","2019","41"
"PL51","2001","10"
"ITF1","2005","8"
"FRI2","2019","37"
"CZ06","2011","9"
"ES13","2012","14"
"UKD3","1988","23"
"NL41","2002","14"
"ES11","2001","45"
"DE27","2017","55"
"DEA4","2014","197"
"DE14","1982","3"
"NL22","2007","188"
"SK02","1964","1"
"DE50","2016","34"
"PL21","2004","10"
"MT00","1986","1"
"DEF0","2010","28"
"DK05","2013","12"
"EL62","2015","1"
"ES13","1999","1"
"DE14","2002","29"
"FRH0","2016","41"
"RO21","2020","177"
"ES43","1998","5"
"ES62","2014","29"
"FRF1","2014","49"
"FRL0","1992","9"
"FRK1","1992","5"
"DE40","2009","136"
"RO41","2002","3"
"PL61","2008","8"
"FRC2","2016","8"
"PL61","2012","50"
"ITH2","2020","29"
"ITF3","1999","3"
"PL22","2000","10"
"ES61","2000","15"
"LV00","2011","3"
"BE23","2006","46"
"ES53","2013","13"
"UKG3","1972","1"
"DEF0","2009","34"
"PL92","2018","31"
"UKH1","1969","17"
"DEG0","2009","493"
"UKD3","1974","56"
"ITI3","1990","1"
"PL81","2021","265"
"ES70","2003","12"
"NL22","2002","17"
"UKD6","1996","2"
"SK01","2007","10"
"UKM5","1992","4"
"DE30","2002","22"
"UKL1","2008","13"
"DE21","1992","42"
"HU23","2020","14"
"ITF4","2009","21"
"NL42","2010","121"
"ES12","2018","678"
"UKM8","1977","3"
"PT20","2007","1"
"ES24","2016","19"
"FI1B","2004","87"
"DE92","2006","19"
"EL30","2014","137"
"DEB3","1996","19"
"DEA3","2009","55"
"UKM9","1999","1"
"ITH3","1997","8"
"UKG3","2006","21"
"DE14","2012","181"
"CY00","1998","9"
"CH03","2014","24"
"EL53","2010","2"
"ES21","2008","25"
"UKK4","1978","23"
"BE22","2021","12"
"CH02","2015","52"
"PL61","2006","43"
"UKF1","1999","563"
"DE72","2012","36"
"PT15","2013","37"
"BG32","2016","3"
"LI00","2021","7"
"DE12","2004","29"
"LU00","2019","305"
"BE33","2021","139"
"PT20","2010","5"
"DED2","1996","3"
"UKJ1","1985","12"
"PL42","2020","7"
"DK04","1988","3"
"DED2","1995","1"
"UKC1","2013","55"
"UKD7","2008","21"
"DK01","2012","119"
"DE91","2000","23"
"ES22","1992","4"
"ITF1","1999","6"
"SE21","2011","21"
"ES62","2007","182"
"ITF1","2004","5"
"NO0A","1971","1"
"HR05","1993","2"
"CH03","2011","18"
"PL81","2015","45"
"UKE4","2004","813"
"CH06","2020","212"
"ITF6","2019","337"
"BG32","2000","3"
"BG41","2017","181"
"PL81","2013","16"
"DE25","2012","132"
"NL21","2014","27"
"DE14","2001","225"
"DE22","2014","33"
"UKE4","1992","29"
"ES43","2014","57"
"PL71","2002","16"
"FRC2","2012","21"
"BG41","2018","154"
"ES22","1997","7"
"FRK2","1988","6"
"UKD4","1999","13"
"ITH1","2007","6"
"HR03","2010","3"
"FRI1","2014","235"
"LT01","1989","2"
"UKI5","1985","109"
"SK03","2020","67"
"DK03","2019","163"
"HU32","2016","18"
"FRD2","2010","8"
"PL21","2021","135"
"BE31","2021","16"
"UKE1","1979","2"
"NL31","1995","4"
"DEA4","1995","3"
"ES24","1999","14"
"ITF3","2001","31"
"DE80","2013","25"
"PT20","2011","7"
"ES21","2005","29"
"SE12","2012","32"
"ES63","2015","2"
"EL43","2010","134"
"DE25","2005","37"
"FRG0","2016","37"
"PL43","2018","14"
"UKE1","2021","171"
"ITC4","1998","12"
"NL42","2011","61"
"ITH3","1995","4"
"NL21","2002","66"
"ITH5","2010","16"
"UKE1","2019","105"
"CZ01","1975","13"
"UKD4","1992","4"
"FRK2","1993","50"
"EL52","2003","16"
"LV00","1960","1"
"ES13","2005","10"
"FRD1","2009","38"
"FRI3","2014","13"
"HU12","2016","24"
"UKM7","1995","19"
"HU11","2021","63"
"DEG0","2018","605"
"DK05","1996","1"
"EL64","2021","5"
"UKG1","1991","11"
"FRM0","2020","19"
"NO08","2004","6"
"NL32","2004","34"
"UKG3","1997","27"
"UKD7","2007","14"
"FI1D","1989","2"
"PT17","2001","5"
"UKJ3","1987","11"
"DE71","1987","3"
"BE31","2003","38"
"DE26","2004","3"
"FR10","1976","14"
"FRC1","2011","14"
"BG31","2020","2"
"PL81","2002","85"
"UKH1","1978","9"
"SK03","2021","19"
"UKK4","1982","7"
"NL32","1989","5"
"RO31","2002","3"
"HR05","2014","57"
"SE23","2004","3"
"PL61","1980","1"
"DEA1","2005","7"
"UKJ1","1969","7"
"HU22","2007","2"
"RO32","2014","172"
"LT02","2015","8"
"DE73","1995","1"
"UKH1","1972","21"
"UKE4","1978","46"
"NL31","1996","2"
"UKI5","1987","41"
"ITG1","2022","7"
"DEB3","2003","8"
"ITH2","2011","19"
"UKJ1","1973","25"
"BG34","1996","3"
"EL54","2010","3"
"UKE2","2000","7"
"EL61","2018","12"
"UKH3","2002","7"
"EL51","2017","26"
"UKJ3","1993","10"
"NO08","1985","8"
"PT17","2004","12"
"FRL0","1987","2"
"UKG2","2014","20"
"HU12","1984","1"
"EL62","2014","21"
"PL22","2015","71"
"DK01","2002","16"
"NL32","2023","1"
"BE33","2016","121"
"CZ07","2017","45"
"UKC1","2003","7"
"UKF1","2007","28"
"NL34","2007","1"
"SK04","2003","1"
"DE26","2013","64"
"DE91","1995","37"
"PL22","2009","257"
"ES13","2010","37"
"PL22","2006","19"
"PL62","2011","7"
"ITH3","2007","18"
"CZ08","2020","17"
"CZ06","2003","25"
"PL71","1970","1"
"UKL1","2003","68"
"SE33","2007","19"
"CZ01","1998","7"
"UKD1","2021","3"
"BE33","1989","3"
"SE22","2010","22"
"UKG1","1974","1"
"DE21","1995","9"
"PL21","1996","6"
"FRC2","2015","15"
"UKD6","2020","55"
"UKJ4","2002","20"
"PL41","2010","9"
"SE11","2006","613"
"UKD1","2018","261"
"PL63","2017","155"
"FRI1","1997","17"
"PL84","2018","114"
"NL23","2014","8"
"SE23","2007","21"
"ES30","2001","42"
"PL91","2003","12"
"DEE0","2005","13"
"DE13","2009","14"
"DEB1","2006","2"
"ITF6","2017","66"
"DEB3","1999","29"
"CZ08","2013","49"
"ITI1","1975","6"
"ES11","2013","231"
"FRG0","2018","81"
"EE00","2017","714"
"ES52","1987","13"
"BE31","2010","31"
"ITC4","2002","13"
"UKD7","1980","1"
"UKD7","1974","1"
"NL31","2005","41"
"UKN0","2014","120"
"NL11","2004","33"
"DE50","2008","21"
"UKK4","2011","345"
"ES70","2014","66"
"DE60","2013","29"
"PL62","1988","28"
"DE30","2000","29"
"BE35","2020","82"
"UKJ3","1996","8"
"HU11","1979","1"
"DEA5","2008","93"
"FRB0","1999","3"
"ES30","2004","439"
"ITC1","1994","45"
"ITH1","2021","18"
"SE33","2009","7"
"FRC1","2018","73"
"ITH4","2009","18"
"ITI3","2011","17"
"FRF2","2009","41"
"PL71","1990","1"
"UKF3","2015","38"
"ES61","1994","47"
"BE10","1997","5"
"NL33","1997","331"
"CH06","2016","29"
"CH01","2002","64"
"ITH3","1986","16"
"ES70","2021","43"
"PT17","2003","4"
"DE12","2001","18"
"FRJ2","1996","13"
"ES11","2008","13"
"CH01","1987","8"
"UKD3","1984","135"
"BE23","1993","5"
"ITH3","2004","9"
"DE21","2012","46"
"UKJ4","2013","86"
"SK01","2002","163"
"CZ05","2015","11"
"DE60","2016","220"
"DEA2","2001","31"
"DE12","2000","8"
"UKL1","2007","25"
"PT11","1993","19"
"DE12","1998","20"
"FRM0","2017","4"
"SE31","2021","22"
"NL41","2008","106"
"PL62","2019","7"
"AT21","2011","16"
"UKM7","1980","37"
"ES52","2007","169"
"FRK2","1989","6"
"NO0A","2013","97"
"DE11","1993","65"
"FRD1","1995","2"
"CZ05","1997","3"
"EL52","2007","22"
"DE11","2008","135"
"LT02","2019","15"
"DK02","2009","5"
"PT16","1980","25"
"SE31","2019","128"
"DE22","2017","5"
"ITF4","2004","11"
"PT16","1991","7"
"DE40","2003","130"
"ES42","2015","15"
"PT15","2000","18"
"PL81","2009","9"
"ITG2","2015","43"
"ES22","2000","7"
"EL41","2016","8"
"NL22","1981","2"
"IE04","2006","13"
"PL71","2017","22"
"SE31","2018","15"
"BE33","2000","4"
"BE33","2001","3"
"ES70","2009","6"
"NL22","2005","15"
"PL62","2006","7"
"FRF1","2003","7"
"MT00","2006","5"
"FRK2","1996","34"
"EL54","2017","76"
"UKD7","2005","10"
"UKD7","2002","14"
"CZ06","2010","11"
"PT18","2005","4"
"ITI4","1997","58"
"ES43","2012","44"
"FRK1","1994","3"
"MT00","2018","13"
"UKM5","2001","5"
"FRE1","2010","16"
"ITC3","2011","9"
"ES30","1999","38"
"ITG1","2013","49"
"EL54","2005","1"
"HU23","2002","1"
"PT30","2015","39"
"LU00","2012","131"
"UKM8","2004","35"
"ITF5","2018","4"
"FI1B","1996","4"
"UKG3","2022","3"
"UKI5","1980","11"
"UKC2","1982","4"
"ITG2","1990","1"
"LT01","2011","21"
"BE33","2009","16"
"SK01","1993","6"
"UKJ4","1987","5"
"IS00","2009","16"
"UKD4","1973","1"
"DK02","2008","3"
"FRL0","1997","11"
"PL42","1993","1"
"CH04","1990","46"
"FRI1","2002","22"
"ES41","2022","2"
"UKI5","1988","71"
"PL41","2000","23"
"LV00","2014","25"
"UKH3","2021","20"
"NL33","1985","38"
"FRL0","2008","52"
"PL21","2005","9"
"DE12","2003","55"
"ES22","1981","1"
"FI1B","2001","65"
"ES21","1990","9"
"ES53","2008","30"
"UKD3","1994","137"
"ITG1","2007","37"
"SK02","2001","1"
"SE23","2001","16"
"DEE0","2013","273"
"HU22","2009","1"
"FRG0","2007","10"
"AT13","1997","6"
"LT01","2015","54"
"EL30","2008","115"
"HU11","2007","19"
"EL43","2012","9"
"UKL2","1988","5"
"NL21","2004","9"
"HR02","2017","9"
"PT17","2000","11"
"FRJ2","2005","20"
"DEB3","2000","9"
"ITF3","2004","19"
"FR10","1964","1"
"NL12","2016","66"
"FRB0","2020","36"
"BE21","2003","1"
"FRD1","2021","11"
"DK01","2005","14"
"LV00","1974","1"
"DEG0","2016","32"
"SE21","1996","9"
"IE06","1994","5"
"HU32","2012","9"
"IE04","2015","58"
"CZ03","2005","6"
"NO0A","2012","411"
"UKK3","2020","37"
"UKK2","2012","12"
"ES12","2002","6"
"UKK1","2010","22"
"DE24","1984","1"
"CZ05","2014","22"
"PL81","2018","171"
"FRM0","2019","29"
"EE00","1975","1"
"DE50","2002","4"
"DK03","2004","6"
"NO08","2014","83"
"PL71","1994","2"
"PT11","1998","16"
"ITF5","1998","1"
"ITH2","2019","435"
"DE25","1997","4"
"ITF5","2013","4"
"RO42","2018","9"
"UKK1","1978","8"
"FRL0","2006","57"
"ITC4","2003","33"
"FRC2","2010","8"
"FRE2","2017","14"
"PL92","2005","3"
"NL33","1984","3"
"PT18","2012","8"
"EL63","2003","6"
"IE06","1993","55"
"PL41","2002","6"
"ES51","2002","15"
"RO42","2017","43"
"HR03","1992","1"
"FRI1","2008","14"
"HU23","2014","23"
"SE21","2010","162"
"CZ03","2017","17"
"UKG3","2004","20"
"PL63","2010","28"
"ES41","1986","3"
"SK03","2019","18"
"BE23","2000","8"
"FRJ2","1994","7"
"UKC1","2006","9"
"PT16","1989","6"
"RO32","2005","12"
"UKI5","1982","62"
"DE50","1992","2"
"FRD2","2005","1"
"UKE3","2001","32"
"ES30","1983","2"
"DEF0","1998","9"
"HR05","2011","10"
"UKE1","2000","27"
"ITG2","2006","3"
"UKM8","1987","9"
"DE60","1993","1"
"UKD4","2008","16"
"ITF4","2011","12"
"UKK2","1992","4"
"DE26","1990","1"
"FRK2","2001","27"
"UKM7","1997","81"
"UKD3","2024","1"
"UKG2","1993","49"
"NL42","2012","284"
"DK01","2007","19"
"BG33","2008","2"
"ITF5","2017","56"
"ITI4","1990","8"
"PL62","2008","5"
"PL91","2002","264"
"ES41","2007","263"
"UKM7","2000","64"
"PL52","2019","11"
"UKL2","2005","329"
"HU11","2001","11"
"UKK3","2021","338"
"PT17","2006","13"
"UKM5","2002","16"
"UKH3","2010","11"
"PL21","2010","32"
"NL11","1989","19"
"EL61","2012","62"
"PL82","2018","22"
"CH07","2005","1"
"PT17","1998","3"
"CZ07","2012","5"
"UKD7","1978","6"
"UKE3","1989","36"
"UKJ4","2007","10"
"DE60","1998","9"
"EL30","1999","61"
"BE10","2004","31"
"FRC2","2000","5"
"IE05","2004","33"
"DE72","2015","391"
"CZ02","2008","1"
"PT17","2009","158"
"UKG2","2004","21"
"DE71","2009","50"
"PT16","1987","9"
"LT01","1983","2"
"PL81","1996","7"
"DEA1","2003","33"
"UKE3","1992","161"
"FRK2","1978","3"
"NO0A","2008","9"
"NL11","2012","15"
"BE22","2016","56"
"UKE3","1986","19"
"CH06","2018","86"
"SE11","1992","22"
"CH07","2007","3"
"UKG3","2003","13"
"DE13","1992","11"
"EL61","2010","2"
"DE13","2005","4"
"EL54","2018","71"
"FRD1","2004","14"
"ES52","2004","47"
"AT22","2003","6"
"DE23","2012","9"
"EL52","2000","25"
"UKF3","2012","17"
"FRJ1","2005","282"
"UKK1","1973","1"
"UKJ3","1956","1"
"UKC2","1971","1"
"ES24","2007","36"
"DE12","1989","161"
"DE30","2006","26"
"IE05","2005","8"
"RO41","2019","7"
"BG41","2001","8"
"DE30","1998","14"
"PT16","1993","61"
"PL61","1997","9"
"MT00","2017","31"
"CZ01","2001","11"
"ES61","1983","10"
"DE71","2007","302"
"NO08","1989","2"
"DEA1","2000","37"
"AT13","2007","19"
"FI1D","2007","8"
"DE94","1996","1"
"AT12","2015","1315"
"EL52","2009","180"
"DEB3","1992","11"
"ES43","2017","17"
"UKH1","1973","687"
"UKG3","2001","61"
"DK01","1999","41"
"CZ07","2014","105"
"PT17","2011","24"
"PL63","2001","5"
"SI03","2018","53"
"PL84","2021","15"
"LI00","2014","5"
"UKJ3","1998","37"
"UKD6","1971","1"
"UKJ4","2010","16"
"SE32","2017","27"
"DE12","1972","1"
"ITH1","2014","34"
"DE30","2007","43"
"FRF3","2013","15"
"DEA4","2013","144"
"NL31","2003","33"
"UKD6","1993","5"
"ITC1","2001","4"
"DK04","1984","2"
"PL62","2009","19"
"FRL0","2010","28"
"DE23","2016","31"
"EL65","1997","1"
"DE94","2013","235"
"DE40","2005","9"
"FRJ2","1998","32"
"UKM8","2001","77"
"PT17","2010","23"
"RO32","1996","16"
"FRB0","1996","12"
"ITH5","1998","12"
"PL41","2001","19"
"NL11","1988","4"
"CZ03","2009","14"
"UKJ2","1984","15"
"DE21","2008","507"
"DEA1","2012","83"
"DE11","1995","10"
"DE80","2019","187"
"CH01","1992","22"
"UKJ2","2005","64"
"DEA3","2017","122"
"DEF0","2002","37"
"CZ05","2006","1"
"RO12","2020","103"
"AT13","2000","49"
"BG41","2007","13"
"CH04","2000","21"
"ES13","1998","21"
"DE91","1994","31"
"UKI5","2024","3"
"SE11","2007","47"
"EL63","2016","84"
"IE06","1995","97"
"ITI1","1994","31"
"SK04","1995","4"
"UKD7","1977","2"
"SE11","2001","15"
"SE23","2021","13"
"UKD4","1988","2"
"ITI1","1993","11"
"UKE2","2005","17"
"ES12","2009","17"
"DED5","2006","25"
"PL84","2014","6"
"DEG0","2006","33"
"EL30","2000","20"
"ITH3","1985","5"
"NL33","1993","67"
"UKF1","1977","21"
"UKI5","1972","7"
"UKK4","2013","85"
"DE21","2005","24"
"PT18","2011","379"
"PT11","1991","7"
"PL42","2014","26"
"AT22","1994","13"
"BE32","2014","5"
"UKD7","1996","11"
"FRD1","2011","7"
"HU32","1988","2"
"FI1D","1990","1"
"ES24","1982","5"
"AT13","1979","2"
"UKM5","1990","15"
"SE32","2012","15"
"DEB3","2012","19"
"UKE3","1994","50"
"DEA5","2011","17"
"DE13","2008","153"
"ES51","2003","46"
"ES21","2000","12"
"UKF1","2008","27"
"PL51","2002","13"
"FRF2","2021","4"
"BG41","2003","104"
"UKJ3","2007","114"
"UKK1","1980","1"
"SE32","2003","1"
"ES52","1989","37"
"UKN0","2015","27"
"CZ05","2009","6"
"DE30","1997","97"
"BE25","2019","111"
"CH05","2020","39"
"UKN0","1983","2"
"UKM5","2013","302"
"PL41","1990","3"
"UKE1","2005","33"
"SK02","2006","2"
"IS00","2004","5"
"PL82","2013","17"
"ITF1","2011","23"
"HR05","2001","7"
"DE91","1972","1"
"AT31","2014","10"
"UKF3","2016","21"
"PL62","2016","31"
"CH04","1993","43"
"DED4","2014","175"
"NL41","2010","154"
"NL22","1982","1"
"UKH3","2005","6"
"DEC0","2008","16"
"FRD2","2014","23"
"DE60","2009","9"
"SE23","2006","45"
"AT33","2021","20"
"ITF4","2014","47"
"IE06","1973","1"
"DE23","2015","13"
"EL30","1988","4"
"UKJ4","1988","1"
"ES22","2013","54"
"ITF1","2016","14"
"SI04","2010","8"
"UKM5","1991","4"
"EE00","2007","1"
"DEB3","2005","33"
"HU22","2015","4"
"NL32","2007","15"
"ITG1","2001","21"
"LT01","1990","1"
"ITI1","1983","7"
"AT13","1984","2"
"FRD2","2017","58"
"PL43","2015","3"
"BE24","1998","61"
"NL32","2005","18"
"DK01","1994","6"
"DE12","1983","2"
"AT22","2009","13"
"UKK4","1984","1"
"UKC1","2014","195"
"BE21","2009","67"
"DEA2","2006","45"
"NO0A","2018","149"
"UKM7","2001","199"
"FRF3","2004","6"
"UKG1","1973","1"
"NL11","1982","1"
"DE25","1998","31"
"AT22","2007","43"
"DE26","2014","15"
"DE72","1989","7"
"ITF2","2019","51"
"ITI1","1980","85"
"BE31","1974","1"
"EL61","2015","21"
"PL82","2004","4"
"ITG1","1986","17"
"UKG1","1975","1"
"FI19","2003","19"
"UKL1","1996","8"
"DK04","2015","282"
"DEA3","2016","209"
"PT15","2009","45"
"MT00","1998","13"
"UKM7","1976","36"
"FRK2","1974","9"
"BG42","2002","8"
"UKC1","2009","11"
"UKJ2","1973","3"
"ITI1","1966","1"
"LT01","1980","2"
"DE26","2001","2"
"NL33","1992","5"
"UKF1","1990","3"
"HU23","2007","3"
"FRK2","1983","5"
"PL43","2009","7"
"ES22","1985","1"
"DE91","2004","10"
"BE24","1981","1"
"DE26","2021","18"
"FRF3","1988","5"
"UKG3","1976","28"
"PL92","2011","20"
"UKC2","1980","5"
"HU21","2019","17"
"UKE2","2003","18"
"UKF1","2000","43"
"NO02","2021","5"
"UKM8","1995","737"
"PL61","2009","29"
"DE92","2012","47"
"UKM8","1983","4"
"NO06","1994","3"
"FRI1","2003","13"
"ES13","2015","31"
"UKF2","2020","5"
"BE21","2005","5"
"ITG1","2021","67"
"SE11","2000","27"
"UKE2","1994","13"
"SK01","1998","1"
"PL84","2020","18"
"AT13","1999","9"
"UKL2","1994","50"
"CY00","2005","4"
"ITH3","1990","11"
"FRF3","2005","16"
"CZ01","2006","15"
"FRH0","1999","8"
"DE94","2011","3"
"DE72","2011","24"
"SE21","1997","14"
"UKJ2","1989","55"
"PL21","1971","1"
"UKM8","1994","36"
"UKJ1","1991","172"
"FRJ1","1990","2"
"UKH2","2017","321"
"AT11","2017","1"
"DK02","2018","40"
"PL42","2004","3"
"UKD1","2017","15"
"UKD6","2014","37"
"PL21","2009","61"
"UKD4","1996","6"
"CZ06","1997","41"
"UKL1","2012","177"
"DE13","1991","5"
"UKG3","1998","57"
"UKJ1","1966","5"
"HU32","2013","17"
"FRI3","2020","16"
"SK01","2004","82"
"MT00","2003","1"
"PL91","1977","9"
"DE21","1994","19"
"CZ03","2015","6"
"FRD2","2006","6"
"DEB2","2016","5"
"UKE2","2010","41"
"ITC1","2005","170"
"RO11","2014","13"
"ITH1","2016","41"
"UKC1","2010","40"
"NL21","2011","37"
"ES12","2001","46"
"SK03","2007","15"
"ES24","1993","8"
"DEA3","2013","30"
"NL22","1998","8"
"ES43","2015","630"
"DEA2","1981","40"
"FRF2","2011","40"
"UKM9","2012","1"
"UKM7","1988","106"
"IE06","1997","15"
"PL84","2013","7"
"UKD7","2000","38"
"BG42","2013","8"
"DE40","2008","34"
"FRE2","2000","4"
"CH01","1999","739"
"NL22","2012","205"
"DE80","2015","81"
"DED2","2000","25"
"FR10","1983","87"
"ITG1","2008","23"
"FRF1","1993","11"
"EL41","2014","43"
"DE14","2008","74"
"DE72","2013","36"
"RO12","2008","4"
"SE11","2003","12"
"FR10","2002","172"
"DE24","2010","26"
"ES12","2004","22"
"DEF0","2000","8"
"SK02","2018","28"
"FRF1","1994","161"
"EL30","2011","96"
"PL21","2011","339"
"DE24","2021","722"
"ITH4","2007","25"
"RO42","2016","9"
"DK04","2012","81"
"FRL0","1990","3"
"ITG1","2000","50"
"BE33","2003","4"
"FRD1","2020","171"
"UKG3","1993","82"
"PL52","2004","10"
"ITC3","1996","10"
"FRH0","1988","1"
"IE04","2010","29"
"FI1B","1991","2"
"UKG3","1985","19"
"SK01","1982","1"
"DEG0","2007","26"
"HU23","2018","10"
"DED2","2002","23"
"UKD6","2011","4"
"FRI1","2011","34"
"PL71","2007","6"
"FRE2","2010","13"
"ITH3","2011","44"
"DE25","1990","1"
"DEF0","2006","9"
"UKK3","2017","9"
"UKK2","1995","3"
"ITI3","2001","9"
"IE05","2009","8"
"RO42","2002","2"
"CZ07","2019","71"
"HR02","2018","9"
"AT12","2013","8"
"UKD3","2000","73"
"EL43","2006","6"
"ES23","2011","5"
"UKD6","2013","13"
"FRH0","2001","13"
"NO08","2007","19"
"EL65","2017","5"
"NL11","1986","1"
"UKG2","1989","19"
"CY00","2010","26"
"SE22","1996","4"
"PT16","1974","9"
"NL34","2020","7"
"FRJ1","2006","46"
"UKJ1","1979","26"
"PL22","1991","10"
"ES43","2008","3"
"EL43","2007","4"
"DE73","2020","14"
"BE10","1964","1"
"ITH2","2001","16"
"ES51","1991","66"
"SE33","2002","23"
"SK02","2013","37"
"BG41","1994","17"
"DE40","2007","10"
"CZ05","2021","10"
"PL81","2003","67"
"UKC2","2005","231"
"DEC0","2009","6"
"BG33","2020","3"
"FI1C","1994","2"
"FI19","1987","2"
"NL11","2013","24"
"FRE2","2019","61"
"SE23","2011","11"
"BE32","2015","19"
"SE12","2022","2"
"IS00","2016","41"
"DE72","2010","144"
"IE06","2005","14"
"HU12","1998","7"
"NO0A","1997","6"
"UKH2","2004","8"
"PL51","2009","17"
"DEC0","2013","73"
"NO08","2000","6"
"PT18","2006","9"
"CH02","2010","55"
"DK02","2024","1"
"ITI4","1983","3"
"FI1B","2005","14"
"BG41","2021","9"
"FRI1","2005","210"
"DK04","1995","9"
"ITF3","2000","12"
"FRH0","1986","2"
"PT20","2020","16"
"CH01","2003","61"
"UKN0","2003","31"
"FRF3","1977","1"
"IS00","2018","18"
"BE24","2004","11"
"ITC4","1996","73"
"IE04","1999","4"
"CH04","1994","6"
"DEC0","2021","12"
"DE91","2003","43"
"NO08","1987","3"
"RO21","2012","7"
"PL22","2014","18"
"UKF3","2014","7"
"PL91","1980","4"
"ITH4","1995","2"
"CH01","1994","38"
"ITF3","2005","105"
"HR02","2010","5"
"ES53","2010","9"
"AT13","2003","63"
"UKM5","1994","5"
"CH02","2008","31"
"ES24","1995","121"
"NL22","1991","2"
"PL63","2006","217"
"RO32","2001","38"
"ITI1","1990","11"
"UKM8","1998","13"
"RO32","2008","12"
"RO11","1995","9"
"CH04","1988","2"
"SE11","1999","9"
"DE30","1982","11"
"ITH1","1988","1"
"PL71","2011","11"
"EL41","2018","4"
"ITH1","2018","20"
"UKK1","2005","31"
"FRC1","1995","1"
"BE22","2007","111"
"ITF1","2010","7"
"ES64","2017","1"
"DE25","2000","63"
"SK03","2008","43"
"FRJ2","1992","74"
"BG41","1991","57"
"ITI1","1976","4"
"PL21","2007","19"
"CH05","2010","2"
"FRL0","2004","10"
"FRJ1","1998","187"
"UKG2","2007","92"
"NO06","2006","17"
"ES61","2009","63"
"HU32","2005","7"
"BE22","2017","38"
"DK02","2003","40"
"DE24","2003","2"
"DE30","1984","19"
"PL82","2020","19"
"DE12","1992","56"
"BG41","2013","51"
"ES22","2001","22"
"DE21","2004","20"
"BE25","2016","10"
"DE30","1980","5"
"CH02","1972","1"
"CZ01","2000","8"
"DE80","1985","1"
"EL43","2011","6"
"PT30","2006","130"
"UKK1","1997","21"
"DK03","2011","64"
"DK04","2004","145"
"UKL2","1995","33"
"LT01","1995","3"
"CH03","2000","3"
"UKK1","1983","4"
"SE11","2002","16"
"CH01","1997","125"
"FRC1","1999","3"
"UKL2","2002","8"
"RO31","2013","3"
"UKD1","2014","7"
"SK01","2015","29"
"ITC1","2009","47"
"NL32","1992","129"
"HU22","2018","5"
"NL13","2016","5"
"EL30","1970","1"
"HU23","2013","13"
"ES30","1980","14"
"DEC0","2015","29"
"UKE2","1989","1"
"EE00","2018","141"
"DEA4","1993","1"
"RO11","2001","3"
"ITG1","2009","11"
"UKE4","1976","1"
"HU23","1998","3"
"RO12","2014","262"
"SE33","2008","17"
"CZ08","2002","2"
"FI1B","1995","6"
"UKH1","1970","8"
"ES52","2022","2"
"DED4","2003","1"
"ES30","1981","98"
"DE13","2013","64"
"EL63","2010","7"
"CH07","2021","12"
"UKK2","1988","2"
"UKH1","1994","76"
"ITI4","1998","16"
"AT33","2011","17"
"DE71","1998","191"
"UKD7","2006","121"
"BE31","2000","7"
"ES30","1973","11"
"NL34","2021","7"
"DK03","2002","4"
"HU12","2001","6"
"AT21","2015","18"
"IE06","1996","74"
"ITH3","2003","12"
