nuts2;year;flow_in;flow_out;gdp;score;ted;edu_index
PL81;2014;7;18;18025.12125;0;20.5069351;0.819356767
PL81;2015;13;18;18467.6611;0;20.78137288;0.821028103
PL81;2016;19;15;19646.867;0;20.62674794;0.817437181
PL81;2017;56;69;20700.14994;0;20.5238293;0.818449177
PL81;2018;34;44;21629.74679;0;20.93670306;0.821195619
PL81;2019;57;43;23099.19352;0;20.50776191;0.837972531
PL81;2020;18;24;23275.10666;0;20.55522746;0.848643614
PL82;2009;3;4;13608.72989;0;20.72184411;0.778186855
PL82;2010;10;11;14795.60377;0;21.52960022;0.776624955
PL82;2011;22;10;15910.21385;0;20.23453109;0.782231266
PL82;2012;24;44;16457.41431;0;20.87117651;0.782652544
PL82;2013;31;18;17582.62696;0;20.59601891;0.789373894
PL82;2014;30;15;18025.12125;0;20.2124496;0.803772519
PL82;2015;19;18;19187.18037;0;19.76530129;0.811176903
PL82;2016;325;360;20157.17524;0;19.97362913;0.822298398
PL82;2017;35;46;20946.5803;0;20.40039897;0.82635664
PL82;2018;137;60;22612.9171;0;20.59483638;0.818396265
PL82;2019;13;9;23828.64174;0;20.53693178;0.826744012
PL82;2020;17;20;23525.37663;0;20.95503618;0.831923795
PL84;2009;1;4;14312.62971;0;20.39889867;0.777428029
PL84;2010;5;4;15468.13121;0;19.9302874;0.772859097
PL84;2011;3;5;16601.96228;0;20.15207607;0.779702092
PL84;2012;21;4;16927.62615;0;20.3752167;0.784835148
PL84;2013;6;7;18064.34277;0;20.03709403;0.803843028
PL84;2014;10;10;18746.1261;0;19.93988549;0.823845851
PL84;2015;9;6;19187.18037;0;19.89475772;0.826490052
PL84;2016;24;29;20157.17524;0;19.69033489;0.83144613
PL84;2017;8;15;21685.87137;0;20.05665844;0.838768619
PL84;2018;28;16;22858.70968;0;20.78920632;0.847731416
PL84;2019;12;5;24314.94055;0;19.75506684;0.84698918
PL84;2020;32;16;25026.99641;0;20.91661552;0.864403913
PL91;2009;371;304;41999.35605;0.012;22.45555518;0.890781534
PL91;2010;62;28;46852.74526;0.004;22.99151958;0.895796765
PL91;2011;135;117;49575.30403;0.004;23.11632731;0.900719521
PL91;2012;448;379;51958.40805;0.004;22.39377867;0.902268079
PL91;2013;26;33;54193.02831;0.004;22.78937457;0.897535315
PL91;2014;440;310;56238.37829;0.004;22.91189384;0.927828281
PL91;2015;518;572;58520.90012;0.004;23.13632436;0.926619144
PL91;2016;110;104;61492.14218;0.004;22.68859046;0.935646323
PL91;2017;142;115;65550.47481;0.004;22.93409736;0.942684312
PL91;2018;712;530;69805.09192;0.004;23.14020607;0.937180963
PL91;2019;781;774;74403.71807;0.004;23.19340668;0.937776309
PL91;2020;3927;2612;75080.98924;0.004;23.11665124;0.953333342
PL92;2009;5;6;15955.06263;0;19.37076631;0.774692509
PL92;2010;36;10;17485.71354;0;19.87721153;0.773985196
PL92;2011;16;9;19368.95599;0;19.9505519;0.772766243
PL92;2012;13;6;20219.10901;0;19.95460707;0.776870191
PL92;2013;7;6;20713.77971;0;21.31981573;0.790022861
PL92;2014;9;5;21630.14549;0;19.9249749;0.792149469
PL92;2015;32;14;23024.61644;0;20.34848867;0.791056647
PL92;2016;9;3;24239.64111;0;19.99210468;0.79167664
PL92;2017;10;6;25628.75707;0;20.05657536;0.794659962
PL92;2018;15;21;27037.18349;0;21.2823828;0.79282359
PL92;2019;40;28;29177.92866;0;20.08068354;0.810869025
PL92;2020;4;9;29031.31584;0;20.28858483;0.808348061
PT11;2009;352;178;21199.00704;0;19.7988695;0.682
PT11;2010;56;71;21969.92719;0.004;19.40933117;0.694
PT11;2011;704;354;21640.02458;0.004;19.22244088;0.701
PT11;2012;29;27;21646.12585;0.004;18.83194824;0.71
PT11;2013;752;646;23137.21077;0.004;20.46526194;0.714
PT11;2014;660;568;24240.61237;0.004;18.88848197;0.725
PT11;2015;288;443;24887.87831;0.004;19.94632486;0.745
PT11;2016;252;114;26718.1569;0.004;19.17971206;0.739
PT11;2017;1102;1001;28001.04945;0.004;19.80649354;0.741
PT11;2018;237;216;29689.262;0.004;20.04107688;0.743
PT11;2019;90;83;30954.94669;0.004;19.55474754;0.748
PT11;2020;62;82;29772.82209;0.004;20.62763337;0.759532505
PT15;2009;20;21;26937.08413;0;17.50656909;0.683
PT15;2010;36;26;27101.58902;0;17.02778311;0.694
PT15;2011;9;5;26288.62245;0;17.5730928;0.699
PT15;2012;1;12;26603.2539;0;16.23396077;0.71
PT15;2013;56;64;27936.03966;0;16.85854274;0.715
PT15;2014;19;13;29435.0293;0;17.24973745;0.72
PT15;2015;36;28;30342.75575;0;17.35116224;0.729
PT15;2016;18;10;33703.29596;0;17.67251353;0.72
PT15;2017;77;72;36349.18841;0;17.12455848;0.724
PT15;2018;26;15;38770.68332;0;18.30755906;0.72
PT15;2019;44;53;40519.67741;0;17.58422207;0.723
PT15;2020;38;30;35057.93844;0;18.7896197;0.731411424
PT16;2009;41;26;22314.74425;0.004;19.35015276;0.696
PT16;2010;631;420;22932.11379;0.004;19.54265487;0.71
PT16;2011;95;86;22601.80345;0.004;19.14570373;0.717
PT16;2012;1062;960;22637.55146;0.004;18.77659984;0.729
PT16;2013;246;232;23994.1445;0.004;18.54133677;0.734
PT16;2014;280;322;24760.05406;0.004;18.42143941;0.746
PT16;2015;442;252;25569.73799;0.004;18.59286671;0.767
PT16;2016;116;115;27416.67081;0.004;20.36358555;0.759
PT16;2017;109;104;28696.72769;0.004;18.2539647;0.757
PT16;2018;231;222;30213.19016;0.004;18.94804829;0.757
PT16;2019;128;117;31476.65928;0.004;18.93256937;0.764
PT16;2020;1632;2057;30477.50427;0.004;19.35095007;0.782153691
PT17;2009;27;14;37775.67419;0;21.92983648;0.759
PT17;2010;9;6;38647.82813;0.004;22.37258665;0.772
PT17;2011;121;36;37669.67241;0.004;21.28659206;0.777
PT17;2012;323;387;36682.74762;0.004;20.22882201;0.786
PT17;2013;32;55;38390.6312;0.004;20.38226454;0.796
PT17;2014;94;33;38958.12702;0.004;20.66920787;0.812
PT17;2015;600;973;39377.3965;0.004;20.8165503;0.829
PT17;2016;19;11;41561.5774;0.008;20.73322817;0.824
PT17;2017;21;21;43305.97088;0.008;21.01905401;0.823
PT17;2018;64;17;45232.46388;0.008;21.25064225;0.821
PT17;2019;98;21;47128.03682;0.008;21.583375;0.829
PT17;2020;242;266;43866.46568;0.008;21.69914361;0.856416405
PT18;2009;22;8;23749.26352;0;18.98866096;0.666
PT18;2010;40;18;24856.48697;0;17.34040676;0.68
PT18;2011;16;13;24365.06471;0;19.3803506;0.685
PT18;2012;52;32;24124.68988;0;17.99437507;0.692
PT18;2013;99;70;25193.85172;0;19.22291391;0.699
PT18;2014;150;108;26145.23191;0;19.18723022;0.707
PT18;2015;149;88;27956.24687;0;18.57712502;0.731
PT18;2016;37;10;29337.58405;0;17.0961112;0.725
PT18;2017;26;8;31305.52112;0;17.52826279;0.727
PT18;2018;120;130;32308.90277;0;17.65054158;0.728
PT18;2019;40;42;33041.79703;0;18.7832642;0.732
PT18;2020;32;15;31182.18645;0;17.47035641;0.751218927
PT20;2009;6;2;23908.65455;0;19.68981105;0.629
PT20;2010;3;5;24696.12254;0;17.80207939;0.641
PT20;2011;1;4;24204.76823;0;18.13636008;0.643
PT20;2012;9;12;23794.21467;0;19.7935939;0.653
PT20;2013;25;12;25365.23847;0;18.02110592;0.655
PT20;2014;4;9;25798.93745;0;17.86726164;0.669
PT20;2015;8;5;26422.06259;0;18.50991575;0.691
PT20;2016;6;5;28289.81319;0;18.61036351;0.68
PT20;2017;55;54;29218.48638;0;18.40256996;0.676
PT20;2018;12;15;30737.11831;0;17.43859839;0.673
PT20;2019;5;5;32172.27606;0;18.54891691;0.672
PT20;2020;21;12;30125.16318;0;18.96684747;0.697553332
PT30;2009;6;14;25980.73795;0;17.80943072;0.64
PT30;2010;0;1;26620.49572;0;17.80520898;0.65
PT30;2011;50;48;26769.51189;0;19.79665133;0.655
PT30;2012;11;6;25446.59069;0;18.71551225;0.663
PT30;2013;4;15;27079.10593;0;18.51980183;0.669
PT30;2014;4;6;28049.85145;0;18.65399309;0.675
PT30;2015;15;6;28467.64163;0;18.05800832;0.689
PT30;2016;30;21;30559.98338;0;18.42650358;0.684
PT30;2017;8;7;32696.87762;0;18.0585722;0.687
PT30;2018;4;12;33880.68723;0;19.1241436;0.687
PT30;2019;34;21;35128.64737;0;18.1643727;0.69
PT30;2020;111;45;31006.0159;0;20.02115494;0.703724173
RO11;2009;8;6;14450.63089;0;19.77171293;0.750315331
RO11;2010;15;10;14511.96341;0;20.23000736;0.758126094
RO11;2011;4;8;14592.34801;0;20.18299119;0.755382028
RO11;2012;9;5;16582.34849;0;19.88789995;0.753408839
RO11;2013;192;289;17034.43603;0;19.63852318;0.754676854
RO11;2014;57;84;18211.36987;0;20.29971141;0.75482933
RO11;2015;36;43;18938.4485;0;20.08743215;0.767972852
RO11;2016;24;29;22013.65885;0;20.20298037;0.768303318
RO11;2017;300;326;25162.80399;0;20.14744622;0.765319498
RO11;2018;141;90;26827.00905;0;20.67283351;0.773638819
RO11;2019;15;18;29650.4101;0;21.28150072;0.778878125
RO11;2020;33;36;29942.40454;0;21.83195303;0.779414226
RO12;2009;3;2;15268.59113;0;20.36245985;0.779
RO12;2010;1;6;15607.20593;0;19.78243656;0.775
RO12;2011;4;3;15968.98462;0;20.16339708;0.768
RO12;2012;24;33;18297.76385;0;20.09588498;0.755
RO12;2013;483;346;18408.18087;0;20.20977006;0.759
RO12;2014;324;244;19026.80435;0;20.04121572;0.755
RO12;2015;7;5;20005.40335;0;20.88879198;0.758
RO12;2016;4;9;23142.56444;0;20.27905851;0.763
RO12;2017;10;15;25728.26026;0;20.09721144;0.759
RO12;2018;7;11;27944.80109;0;20.81432586;0.758
RO12;2019;13;8;29927.51673;0;21.11358534;0.76
RO12;2020;10;11;29942.40454;0;21.75479634;0.755949107
RO21;2009;10;6;9815.522867;0;19.31663555;0.772
RO21;2010;20;17;9857.182696;0;19.86270102;0.7705
RO21;2011;6;10;9911.783556;0;20.27174615;0.7625
RO21;2012;19;40;12007.90753;0;20.14570077;0.749
RO21;2013;5;7;12363.70357;0;19.99660587;0.7505
RO21;2014;504;673;12775.14006;0;20.38908418;0.7515
RO21;2015;40;61;13070.19685;0;20.0261449;0.7525
RO21;2016;55;36;14957.99896;0;19.42564415;0.757
RO21;2017;34;120;16963.68808;0;19.91193704;0.7515
RO21;2018;6;14;18443.56872;0;20.59969778;0.7535
RO21;2019;90;122;19951.67782;0;21.23746495;0.7575
RO21;2020;6;9;20338.23705;0;21.2126069;0.745743948
RO22;2009;6;5;12814.71041;0;19.65880625;0.76
RO22;2010;1;3;13142.91026;0;19.39143507;0.758
RO22;2011;22;20;14317.02069;0;19.88131192;0.75
RO22;2012;2;4;16296.44593;0;19.54681141;0.737
RO22;2013;2;5;17583.93396;0;20.34173787;0.739
RO22;2014;21;15;18483.18136;0;19.72444348;0.736
RO22;2015;3;2;18404.97108;0;20.15704048;0.727
RO22;2016;9;9;20320.30048;0;19.14363984;0.741
RO22;2017;5;30;22335.52264;0;19.638675;0.725
RO22;2018;4;2;24311.97695;0;20.21439667;0.721
RO22;2019;21;30;25493.81055;0;20.78016647;0.726
RO22;2020;15;15;25705.27182;0;21.16748744;0.715616966
RO31;2009;2;1;13632.67065;0;19.15542799;0.73
RO31;2010;1;1;13142.91026;0;20.11071553;0.729
RO31;2011;3;2;14592.34801;0;19.86976742;0.722
RO31;2012;6;0;14581.03057;0;19.46123698;0.71
RO31;2013;6;4;15660.69119;0;19.82397745;0.713
RO31;2014;1;2;17395.9354;0;19.92450975;0.705
RO31;2015;5;2;17071.27752;0;19.38244485;0.707
RO31;2016;2;2;19473.62129;0;19.42246026;0.712
RO31;2017;4;8;20921.88197;0;19.24129502;0.703
RO31;2018;0;1;22914.7369;0;19.61573076;0.699
RO31;2019;5;18;24385.384;0;20.33854242;0.701
RO31;2020;3;1;24292.89425;0;20.78580386;0.700711348
RO32;2009;527;314;37353.51758;0;22.10168828;0.889
RO32;2010;12;5;38059.67763;0;21.99275104;0.894
RO32;2011;75;96;42400.40743;0;22.61923384;0.901
RO32;2012;15;15;44314.89682;0;22.36780589;0.894
RO32;2013;26;42;46432.57562;0;22.08527509;0.898
RO32;2014;19;20;47567.01086;0;22.33692316;0.908
RO32;2015;19;24;51747.30999;0;22.61123531;0.901
RO32;2016;78;64;57009.7319;0;21.98852948;0.907
RO32;2017;28;37;62765.64591;0;22.24504561;0.909
RO32;2018;63;46;66788.07462;0;22.2899455;0.91
RO32;2019;69;102;73710.36529;0;23.02606114;0.917
RO32;2020;2596;3661;73443.63378;0;24.01862941;0.917564342
RO41;2009;8;1;11996.75017;0;20.47958649;0.78
RO41;2010;9;19;12321.47837;0;20.0547843;0.776
RO41;2011;8;0;12389.72944;0;20.39519234;0.767
RO41;2012;8;5;14295.12801;0;20.31492745;0.755
RO41;2013;7;15;14561.69531;0;19.9040711;0.758
RO41;2014;2;2;14677.8205;0;19.64892152;0.761
RO41;2015;2;1;15737.58397;0;20.56322723;0.755
RO41;2016;1;3;17498.03652;0;19.23100205;0.758
RO41;2017;9;24;20073.69757;0;19.78847519;0.742
RO41;2018;5;4;22635.28889;0;20.08955041;0.737
RO41;2019;3;4;24939.59728;0;22.73958542;0.741
RO41;2020;3;1;25140.32079;0;21.75726613;0.733600806
RO42;2009;7;15;17449.81843;0;19.13337697;0.806
RO42;2010;11;15;18071.50161;0;19.89446909;0.803
RO42;2011;5;13;18722.25783;0;19.94053651;0.795
RO42;2012;18;7;20013.17921;0;19.24537031;0.78
RO42;2013;3;7;20606.17261;0;19.95393612;0.779
RO42;2014;5;6;20929.48478;0;20.0302541;0.777
RO42;2015;12;25;22406.05175;0;19.88160002;0.778
RO42;2016;41;20;25964.82839;0;18.95103037;0.783
RO42;2017;6;19;27990.08534;0;19.79730397;0.771
RO42;2018;9;23;30180.38518;0;19.7926628;0.771
RO42;2019;4;10;32975.68973;0;20.48482468;0.774
RO42;2020;17;12;33049.6352;0;21.09096079;0.767069074
SE11;2009;201;220;58393.30232;0.02;21.56451009;0.858
SE11;2010;165;156;58585.68854;0.016;21.8035641;0.866
SE11;2011;451;349;62268.26993;0.016;21.71283323;0.867
SE11;2012;44;35;63122.93645;0.016;21.95513168;0.866
SE11;2013;481;387;64434.63288;0.016;21.08764084;0.921
SE11;2014;62;47;66141.86512;0.016;20.53792531;0.927
SE11;2015;68;66;69377.97563;0.016;21.71981757;0.931
SE11;2016;286;210;70495.05554;0.028;22.37162724;0.931
SE11;2017;258;186;71115.33359;0.028;21.72800527;0.93
SE11;2018;89;86;73519.99371;0.028;22.28676249;0.931
SE11;2019;570;434;75426.33234;0.016;22.72833401;0.933
SE11;2020;224;185;77258.79291;0.028;22.95856077;0.958185444
SE12;2009;272;225;34320.96136;0.028;20.81222978;0.847
SE12;2010;311;253;36207.01112;0.024;20.63220227;0.856
SE12;2011;33;27;38381.75327;0.024;20.15388037;0.855
SE12;2012;285;248;39502.0924;0.024;19.4415376;0.857
SE12;2013;902;772;40070.28732;0.024;19.82111318;0.903
SE12;2014;55;38;40310.08158;0.024;18.94174319;0.906
SE12;2015;113;98;41605.66575;0.024;20.3204287;0.907
SE12;2016;761;630;43026.66251;0.012;19.67527007;0.907
SE12;2017;74;67;44760.18699;0.024;20.99208294;0.908
SE12;2018;261;244;46123.39228;0.012;21.22262897;0.907
SE12;2019;103;75;46714.90474;0.012;21.97161348;0.913
SE12;2020;79;80;46307.28892;0.012;21.9289488;0.929108288
SE21;2009;14;18;33725.11134;0;20.15158138;0.824
SE21;2010;16;13;35890.33172;0;19.71669622;0.832
SE21;2011;21;20;38381.75327;0;19.56554734;0.833
SE21;2012;364;248;38798.49279;0;19.62307492;0.834
SE21;2013;78;88;39667.57087;0;18.22683029;0.89
SE21;2014;57;30;40205.92116;0;16.83516197;0.896
SE21;2015;48;31;41500.06761;0;19.25470923;0.9
SE21;2016;594;326;43241.25933;0;19.02594906;0.899
SE21;2017;69;41;44869.09256;0;20.13760433;0.898
SE21;2018;3440;2329;45892.19733;0;20.8459098;0.901
SE21;2019;267;174;46244.2256;0;20.75599895;0.905
SE21;2020;408;327;45827.42064;0;21.06222785;0.927775208
SE22;2009;21;30;34797.64138;0.02;19.883084;0.85
SE22;2010;96;95;36734.81011;0.02;20.07835355;0.859
SE22;2011;783;469;38279.67414;0.02;19.65821133;0.858
SE22;2012;561;358;38899.00702;0.02;18.88952763;0.857
SE22;2013;181;204;39868.92909;0.02;19.03333894;0.908
SE22;2014;53;36;40726.72325;0.02;17.77915694;0.91
SE22;2015;198;220;42133.65643;0.02;20.04376476;0.916
SE22;2016;826;685;43026.66251;0.02;19.41997046;0.917
SE22;2017;1141;1100;44977.99812;0.02;20.96555345;0.918
SE22;2018;69;49;45776.59986;0.02;21.10860501;0.916
SE22;2019;12007;11310;46832.57453;0.02;21.06397271;0.918
SE22;2020;111;110;47986.8279;0.02;21.52858218;0.936848585
SE23;2009;15;16;38491.91153;0.016;20.25240365;0.834
SE23;2010;40;28;40007.16389;0.016;20.48719729;0.844
SE23;2011;15;6;42464.91851;0.016;19.70131665;0.845
SE23;2012;145;84;43020.09045;0.016;19.70082328;0.846
SE23;2013;66;30;44097.45188;0.016;19.0000436;0.902
SE23;2014;60;42;44997.30037;0.016;19.33070672;0.91
SE23;2015;11;14;47730.35766;0.016;20.45221677;0.912
SE23;2016;154;162;49357.26872;0.016;20.06405464;0.911
SE23;2017;18;34;51185.6153;0.012;21.33632979;0.911
SE23;2018;58;42;51903.266;0.012;21.76266844;0.912
SE23;2019;50;42;52951.40336;0.012;22.05583737;0.915
SE23;2020;573;403;52545.57655;0.012;21.82423928;0.934989757
SE31;2009;12;6;32056.73127;0;19.60225731;0.816
SE31;2010;85;69;34412.49453;0;19.0602967;0.826
SE31;2011;21;12;36238.09152;0;18.65199076;0.826
SE31;2012;48;76;37190.26511;0;18.45593264;0.825
SE31;2013;240;321;37653.98859;0;18.22431157;0.88
SE31;2014;64;70;38018.55239;0;19.19063503;0.886
SE31;2015;23;22;38648.91793;0;20.36501039;0.897
SE31;2016;39;39;40236.90385;0;20.39223746;0.898
SE31;2017;29;16;41384.1145;0;19.7179236;0.897
SE31;2018;68;60;43117.85795;0;20.37041775;0.896
SE31;2019;92;80;43655.49033;0;20.55542846;0.897
SE31;2020;27;12;43668.01338;0;21.55692678;0.930223488
SE32;2009;1;0;36466.02145;0;19.53867401;0.821
SE32;2010;3;4;39479.36489;0;18.40175222;0.829
SE32;2011;1;4;40015.01936;0;18.68048317;0.829
SE32;2012;6;5;40507.2347;0;16.93280191;0.826
SE32;2013;6;4;40875.72023;0;18.29100423;0.883
SE32;2014;7;10;41247.52534;0;18.23957668;0.885
SE32;2015;3;2;41605.66575;0;19.85103141;0.897
SE32;2016;11;3;42597.46887;0;19.8025748;0.9
SE32;2017;7;12;44215.65917;0;19.36575984;0.9
SE32;2018;9;8;45776.59986;0;19.59605963;0.903
SE32;2019;9;7;46832.57453;0;20.58306445;0.907
SE32;2020;7;4;46307.28892;0;19.3445149;0.935235978
SE33;2009;37;36;35512.66141;0.004;19.03722807;0.857
SE33;2010;11;12;41696.12067;0.004;19.46838738;0.869
SE33;2011;40;53;43996.10548;0.004;18.80144877;0.871
SE33;2012;31;28;44326.77544;0.004;18.44622503;0.872
SE33;2013;19;16;44298.8101;0.004;18.09654935;0.908
SE33;2014;28;16;43747.37536;0.004;18.25534715;0.911
SE33;2015;106;115;44034.42289;0.004;19.65045475;0.913
SE33;2016;144;74;45494.52595;0.004;20.3700361;0.911
SE33;2017;145;155;48680.78731;0.004;19.601299;0.909
SE33;2018;42;35;51209.68116;0.004;19.97577812;0.911
SE33;2019;624;437;53186.74293;0.004;20.7302789;0.915
SE33;2020;572;534;54704.9838;0.004;20.13322971;0.935523161
SI03;2009;1;12;22432.44369;0;20.04623057;0.850625
SI03;2010;7;4;22796.02537;0;19.45912724;0.85325
SI03;2011;8;25;23816.44263;0;19.90921291;0.851
SI03;2012;7;6;23927.32352;0;19.82634975;0.834875
SI03;2013;5;6;24893.41133;0;20.35400907;0.854375
SI03;2014;8;3;25640.6754;0;20.17772274;0.852625
SI03;2015;9;2;26244.71574;0;20.04920719;0.8505
SI03;2016;2;5;28049.17928;0;20.31892152;0.85925
SI03;2017;12;6;30188.93809;0;20.75932639;0.869125
SI03;2018;260;395;32085.9777;0;20.34536259;0.8755
SI03;2019;11;6;33658.65755;0;20.57900063;0.88725
SI03;2020;11;8;32955.93252;0;20.72785154;0.873646614
SI04;2009;14;78;33416.60577;0.004;20.83473745;0.88475
SI04;2010;5;8;33801.00313;0;20.63014305;0.8875
SI04;2011;5;3;34685.69161;0;20.3157953;0.88525
SI04;2012;7;8;34983.39715;0;20.7352661;0.8685
SI04;2013;28;37;35731.35912;0;21.3348302;0.88475
SI04;2014;445;592;36774.12655;0;20.63679703;0.88475
SI04;2015;86;70;37684.72004;0;21.26050946;0.88275
SI04;2016;13;32;40515.48118;0;20.72495242;0.89025
SI04;2017;45;46;43703.7534;0;21.24465251;0.9005
SI04;2018;176;210;46718.59391;0;21.33498003;0.90725
SI04;2019;172;96;48384.32022;0;21.36262238;0.91825
SI04;2020;571;465;47207.14658;0;21.47269173;0.901713873
SK01;2009;35;41;58092.66272;0;21.9816177;0.91
SK01;2010;16;15;62653.14768;0;22.64296938;0.917
SK01;2011;5;9;66553.17297;0;21.00343098;0.94
SK01;2012;73;96;66034.6196;0;21.36008227;0.947
SK01;2013;5;14;70501.75102;0;22.00430888;0.941
SK01;2014;15;76;71290.61854;0;22.12354834;0.947
SK01;2015;24;29;73994.92902;0;21.62119701;0.95
SK01;2016;41;56;73020.04882;0;22.21556941;0.954
SK01;2017;22;18;72729.56001;0;21.49112088;0.96
SK01;2018;69;92;74229.8238;0;21.5643431;0.959
SK01;2019;51;46;73969.12109;0;21.68185002;0.963
SK01;2020;1056;817;72175.5164;0;21.85629362;0.973431186
SK02;2009;12;19;21320.20282;0;19.04103561;0.779
SK02;2010;11;13;23093.30764;0;19.43284954;0.786
SK02;2011;12;3;24759.36495;0;18.49958252;0.802
SK02;2012;6;3;25504.38901;0;18.97827844;0.809
SK02;2013;6;10;25877.81035;0;18.88994459;0.805
SK02;2014;91;0;27069.7711;0;19.7703619;0.806
SK02;2015;4;2;27314.93248;0;19.14069619;0.812
SK02;2016;7;4;27059.20065;0;20.06731493;0.816
SK02;2017;8;8;27152.36907;0;19.5624351;0.814
SK02;2018;9;4;28169.26647;0;18.25795401;0.809
SK02;2019;11;8;29736.33009;0;18.65720664;0.813
SK02;2020;9;11;28944.42303;0;18.79963463;0.824142953
SK03;2009;4;5;18386.22995;0;19.50344868;0.772
SK03;2010;3;0;20482.75982;0;19.23093197;0.781
SK03;2011;16;25;20401.71672;0;19.32363483;0.796
SK03;2012;7;2;21154.80328;0;19.7185085;0.803
SK03;2013;2;11;22006.32691;0;20.52997558;0.799
SK03;2014;4;5;22936.98162;0;19.58282835;0.797
SK03;2015;2;2;24053.448;0;19.79063645;0.805
SK03;2016;16;15;23477.83586;0;19.57070152;0.803
SK03;2017;11;6;23855.29568;0;19.23918778;0.801
SK03;2018;17;18;24933.60748;0;20.7098411;0.8
SK03;2019;16;10;26019.28883;0;20.01785233;0.805
SK03;2020;24;32;24862.51722;0;19.85691388;0.807663665
SK04;2009;1;4;15647.85528;0;18.8152634;0.747
SK04;2010;2;1;17269.77789;0;19.27418595;0.753
SK04;2011;9;10;17628.66784;0;19.18313515;0.769
SK04;2012;2;1;18386.8851;0;19.73521717;0.774
SK04;2013;10;2;18949.89262;0;19.31379519;0.773
SK04;2014;10;11;20044.02898;0;19.81670375;0.776
SK04;2015;5;8;20995.80631;0;19.05152742;0.777
SK04;2016;20;37;20493.3652;0;19.11313806;0.776
SK04;2017;40;161;21527.94976;0;19.28009597;0.774
SK04;2018;10;21;22459.28002;0;19.23883251;0.777
SK04;2019;6;9;22488.09963;0;19.30692346;0.778
SK04;2020;5;11;22264.94079;0;19.08969414;0.784974572
UKC1;2009;9;11;26077.57696;0.008;19.98758872;0.794485912
UKC1;2010;71;98;26629.26351;0.02;20.72635928;0.85004677
UKC1;2011;286;391;26786.52074;0.02;21.58324965;0.838160972
UKC1;2012;54;58;27333.64254;0.02;20.79242269;0.826081073
UKC1;2013;85;108;28016.48861;0.02;20.39213436;0.815717961
UKC1;2014;27;28;28611.16986;0.02;20.79303139;0.838115098
UKC1;2015;43;44;29884.41796;0.02;20.53234218;0.85990885
UKC1;2016;812;957;30341.35052;0.02;20.4425626;0.849856936
UKC1;2017;120;138;30578.5114;0.02;20.43144176;0.84932007
UKC1;2018;196;203;31573.61021;0.02;21.28597379;0.846975361
UKC1;2019;270;391;32590.44768;0.02;20.63080031;0.841577517
UKC1;2020;46;68;31038.61917;0.02;19.65317142;0.855807996
UKC2;2009;15;26;28140.59122;0.008;20.41330808;0.823588528
UKC2;2010;845;1366;29180.03118;0.008;20.76621427;0.845014698
UKC2;2011;23;32;30036.18643;0.008;21.0404992;0.847522205
UKC2;2012;368;516;31043.77447;0.008;21.32234425;0.854112207
UKC2;2013;162;218;31791.41924;0.008;20.70016156;0.851156969
UKC2;2014;364;255;32626.08375;0.008;21.34711925;0.843904005
UKC2;2015;226;220;33898.13837;0.008;21.59243493;0.863723345
UKC2;2016;54;54;34979.31361;0.008;22.24514461;0.873190903
UKC2;2017;59;55;36227.4671;0.008;20.82448804;0.87131954
UKC2;2018;1425;1409;36638.52849;0.008;21.56120707;0.864462134
UKC2;2019;62;76;37914.17826;0.008;22.78352157;0.866223545
UKC2;2020;1728;2018;35431.38447;0.008;23.15736665;0.876589319
UKD1;2009;1;0;30501.77329;0;18.5877652;0.8399639
UKD1;2010;1;0;31792.36604;0;20.3835864;0.855068214
UKD1;2011;12;7;31629.96056;0;19.79236508;0.850453367
UKD1;2012;5;0;32945.1424;0;21.47721372;0.854332645
UKD1;2013;2;0;34619.40046;0;21.03434585;0.866741357
UKD1;2014;554;276;36253.97019;0;19.30932596;0.850549169
UKD1;2015;5;8;37849.15992;0;20.77297122;0.854502198
UKD1;2016;21;16;38458.27499;0;21.18912584;0.867605976
UKD1;2017;1;6;39581.39386;0;19.77021695;0.853675435
UKD1;2018;13;5;39473.65577;0;21.34044524;0.866938667
UKD1;2019;4;6;41191.98085;0;21.42693456;0.867334173
UKD1;2020;9;6;37931.11758;0;21.37033176;0.865367723
UKD3;2009;30;40;31419.83026;0.04;20.86464415;0.847775103
UKD3;2010;91;123;32161.53442;0.04;21.84470894;0.855551608
UKD3;2011;41;50;32339.16122;0.04;22.58634229;0.849005515
UKD3;2012;42;63;33716.16866;0.04;21.49722684;0.860362438
UKD3;2013;59;51;35359.43643;0.04;21.86088918;0.872282346
UKD3;2014;156;132;36037.50051;0.04;22.50399705;0.870550279
UKD3;2015;711;607;37628.30489;0.04;22.24843756;0.879666176
UKD3;2016;3569;3162;39069.63235;0.04;21.96998508;0.881681935
UKD3;2017;85;116;41191.25388;0.04;22.13647745;0.880419928
UKD3;2018;540;637;42420.82068;0.04;22.35570423;0.886026392
UKD3;2019;91;106;43934.58487;0.04;23.47398231;0.891721326
UKD3;2020;82;83;42056.33068;0.04;22.27173968;0.89956788
UKD4;2009;13;14;27642.69308;0.008;20.23812638;0.846633402
UKD4;2010;10;11;28849.88566;0.008;21.78542833;0.85633719
UKD4;2011;19;25;29504.40938;0.008;21.17318278;0.849096976
UKD4;2012;22;33;30435.93481;0.008;19.78366295;0.860808398
UKD4;2013;22;33;31446.36956;0.008;20.25324895;0.855703228
UKD4;2014;1008;1513;32442.74884;0.008;20.74745289;0.842944784
